CLUSTER_ID,TRAJECTORY_ID,EASTINGS_M,NORTHINGS_M,ALTITUDE_M
1,4,1082871.315,4497558.274,13525
1,4,1084462.318,4492362.39,12750
1,4,1085935.943,4487331.311,12675
1,4,1086113.933,4485610.863,12600
1,4,1085398.206,4482477.696,12300
1,4,1084782.859,4481040.657,12125
1,4,1083068.306,4477016.505,11400
1,4,1082520.226,4475689.742,11150
1,4,1081732.342,4473778.281,10675
1,4,1080954.319,4471915.905,10125
1,4,1080213.577,4470106.614,9725
1,4,1079515.569,4468389.608,9300
1,4,1078791.344,4466691.592,8750
1,4,1078497.1,4466229.052,8550
1,4,1077636.496,4465436.016,8075
1,4,1076594.135,4465049.659,7600
1,4,1075473.522,4465125.842,7125
1,4,1074450.803,4465649.461,6650
1,4,1073658.028,4466569.655,6150
1,4,1073193.17,4467677.863,5750
1,4,1072997.462,4468323.531,5525
1,4,1072816.345,4468984.413,5300
1,4,1072126.355,4471383.846,4500
1,4,1071740.39,4472577.676,4100
1,4,1071340.394,4473761.734,3875
1,4,1070954.991,4474898.816,3625
1,4,1070707.248,4475964.268,3375
1,4,1070648.56,4476599.719,3200
1,4,1070604.463,4477737.134,2925
1,4,1070531.103,4479370.294,2600
1,4,1070511.54,4479883.697,2550
1,4,1070999.649,4481748.96,2150
1,4,1071700.623,4482984.324,1925
1,4,1072155.779,4483806.568,1875
1,4,1072385.723,4484225.131,1850
1,4,1072816.345,4484985.184,1825
1,4,1073242.077,4485750.235,1800
1,4,1073697.233,4486553.489,1750
1,4,1074284.439,4487600.728,1700
1,4,1074685.717,4488312.362,1675
1,4,1075057.571,4488973.245,1500
1,4,1075439.287,4489653.672,1375
1,4,1075789.173,4490273.798,1225
1,4,1076149.481,4490909.693,1100
1,4,1076644.966,4491793.905,900
1,4,1077044.4,4492501.319,750
1,4,1077235.859,4492843.254,700
1,4,1077582.618,4493467.267,550
1,4,1077925.208,4494072.178,425
1,4,1078267.718,4494682.197,300
1,4,1078654.324,4495368.511,150
1,4,1079017.68,4496002.296,25
1,4,1079368.768,4496634.305,0
1,4,1080427.646,4498509.34,0
1,4,1080533.478,4498703.352,0
1,4,1080556.728,4498773.316,0
1,4,1080571.401,4498847.833,0
1,4,1080578.697,4498930.901,0
1,4,1080576.291,4498986.317,0
1,4,1080560.336,4499013.526,0
1,4,1080532.195,4499038.846,0
1,4,1080506.539,4499046.509,0
1,4,1080482.085,4499046.509,0
1,4,1080451.458,4499043.954,0
1,4,1080369.519,4499040.179,0
1,4,1080309.547,4499038.846,0
1,4,1080264.89,4499035.514,0
1,4,1080188.482,4499032.96,0
1,4,1080146.23,4499030.406,0
1,4,1080100.37,4499028.74,0
1,4,1080056.353,4499027.407,0
1,4,1080018.43,4499024.964,0
1,4,1079957.256,4499027.852,0
1,4,1079915.645,4499051.617,0
1,4,1079870.346,4499080.824,0
1,4,1079821.439,4499112.586,0
1,4,1079789.609,4499131.687,0
1,4,1079763.312,4499149.011,0
1,4,1079727.874,4499169.779,0
1,4,1079701.577,4499183.771,0
1,4,1079682.014,4499212.645,0
1,4,1079677.123,4499244.74,0
1,4,1079679.528,4499291.383,0
1,4,1079679.528,4499340.135,0
1,4,1079679.528,4499374.451,0
1,4,1079679.528,4499413.764,0
1,4,1079669.747,4499486.282,0
1,4,1079655.075,4499519.266,0
1,4,1079623.245,4499566.352,0
1,4,1079598.15,4499586.231,0
1,4,1079573.135,4499601.445,0
1,4,1079546.758,4499618.437,0
1,4,1079524.148,4499633.651,0
1,4,1079481.335,4499660.415,0
1,4,1079451.99,4499678.184,0
1,4,1079382.238,4499722.605,0
1,4,1079294.205,4499777.355,0
1,4,1079223.811,4499822.665,0
1,4,1079122.87,4499886.632,0
1,4,1079045.821,4499933.608,0
1,4,1078973.663,4499979.362,0
1,4,1078945.522,4499997.131,0
1,4,1078891.082,4500030.669,0
1,4,1078859.894,4500050.548,0
1,4,1078825.018,4500073.425,0
1,4,1078791.986,4500092.526,0
1,4,1078734.5,4500130.174,0
1,4,1078692.247,4500157.271,0
1,4,1078615.199,4500205.579,0
1,4,1078579.681,4500228.456,0
1,4,1078553.383,4500245.003,0
1,4,1078516.102,4500245.003,0
1,4,1078494.695,4500233.565,0
1,4,1078467.195,4500220.46,0
1,4,1078430.474,4500203.025,0
1,4,1078381.487,4500176.372,0
1,4,1078351.582,4500157.271,0
1,4,1078322.799,4500140.835,0
1,4,1078289.125,4500121.289,0
1,4,1078250.641,4500100.078,0
1,4,1078206.544,4500084.864,0
1,4,1078160.122,4500081.088,0
1,4,1078094.058,4500095.08,0
1,4,1078057.979,4500108.185,0
1,4,1077982.694,4500133.172,0
1,4,1077920.318,4500154.716,0
1,4,1077872.613,4500163.712,0
1,4,1077810.237,4500158.603,0
1,4,1077753.953,4500133.172,0
1,4,1077702.561,4500101.411,0
1,4,1077665.84,4500079.755,0
1,4,1077625.512,4500055.656,0
1,4,1077564.338,4500020.008,0
1,4,1077545.978,4500009.902,0
1,4,1077517.837,4500025.116,0
1,4,1077499.476,4500060.765,0
1,4,1077479.913,4500100.522,0
1,4,1077440.708,4500228.456,0
1,4,1077441.99,4500270.879,0
1,4,1077443.193,4500375.936,0
1,4,1077443.193,4500437.793,0
1,4,1077444.396,4500483.881,0
1,4,1077444.396,4500513.976,0
1,4,1077444.396,4500553.845,0
1,4,1077444.396,4500586.828,0
1,4,1077446.24,4500622.476,0
1,4,1077445.679,4500680.89,0
1,5,-54150.60686,4645664.442,0
1,5,-54152.4509,4645659,0
1,5,-54152.4509,4645659,0
1,5,-54153.65353,4645659,0
1,5,-54150.60686,4645632.236,0
1,5,-54146.91879,4645609.803,0
1,5,-54149.40423,4645585.26,0
1,5,-54172.01372,4645571.267,0
1,5,-54189.17128,4645572.489,0
1,5,-54207.53147,4645567.491,0
1,5,-54225.89165,4645564.937,0
1,5,-54206.89006,4645566.159,0
1,5,-54189.81268,4645566.159,0
1,5,-54170.81109,4645566.159,0
1,5,-54148.20159,4645566.159,0
1,5,-54094.32366,4645566.159,0
1,5,-54032.58852,4645564.937,0
1,5,-53916.97545,4645566.159,0
1,5,-53890.67789,4645567.491,0
1,5,-53866.78559,4645577.597,0
1,5,-53759.10989,4645661.443,0
1,5,-53738.34444,4645678.434,0
1,5,-53700.42143,4645709.752,0
1,5,-53671.63842,4645733.961,0
1,5,-53609.26188,4645778.383,0
1,5,-53572.54151,4645782.27,0
1,5,-53536.46253,4645779.716,0
1,5,-53491.24355,4645779.271,0
1,5,-53447.78843,4645779.271,0
1,5,-53372.58381,4645778.383,0
1,5,-53332.17536,4645788.156,0
1,5,-53315.09797,4645819.14,0
1,5,-53316.86184,4645853.011,0
1,5,-53317.50324,4645877.554,0
1,5,-53316.86184,4645925.418,0
1,5,-53317.50324,4645956.403,0
1,5,-53318.70587,4646000.824,0
1,5,-53316.86184,4646037.694,0
1,5,-53317.50324,4646106.325,0
1,5,-53336.50483,4646135.977,0
1,5,-53359.11432,4646143.64,0
1,5,-53390.30259,4646143.64,0
1,5,-53430.06964,4646143.195,0
1,5,-53462.46054,4646144.417,0
1,5,-53506.55707,4646144.417,0
1,5,-53568.93361,4646144.417,0
1,5,-53651.51437,4646143.195,0
1,5,-53691.84265,4646143.195,0
1,5,-53737.70304,4646143.195,0
1,5,-53830.70662,4646143.64,0
1,5,-53937.17968,4646143.195,0
1,5,-53989.77481,4646141.863,0
1,5,-54109.63718,4646141.863,0
1,5,-54169.60845,4646142.307,0
1,5,-54228.29692,4646141.863,0
1,5,-54291.31486,4646142.307,0
1,5,-54447.33639,4646141.863,0
1,5,-54512.75959,4646141.863,0
1,5,-54589.80825,4646141.085,0
1,5,-54658.91953,4646141.863,0
1,5,-54735.40696,4646141.085,0
1,5,-54838.19195,4646141.085,0
1,5,-54889.58444,4646142.307,0
1,5,-55035.74438,4646140.641,0
1,5,-55159.29483,4646141.085,0
1,5,-55224.15681,4646140.641,0
1,5,-55353.23936,4646139.308,0
1,5,-55427.24135,4646139.753,0
1,5,-55457.22698,4646139.308,0
1,5,-55492.10333,4646139.753,0
1,5,-55528.74353,4646139.308,0
1,5,-55594.80814,4646139.308,0
1,5,-55632.16992,4646138.531,0
1,5,-55661.51416,4646138.531,0
1,5,-55690.85839,4646139.753,0
1,5,-55714.75069,4646153.301,0
1,5,-55729.98403,4646188.95,0
1,5,-55728.7814,4646233.371,0
1,5,-55727.57877,4646261.357,0
1,5,-55725.09333,4646302.891,0
1,5,-55709.85998,4646326.212,0
1,5,-55685.32628,4646326.212,0
1,5,-55667.6075,4646324.436,0
1,5,-55610.12166,4646324.436,0
1,5,-55392.365,4646324.436,0
1,5,-54315.76839,4646327.434,725
1,5,-53795.83027,4646332.542,925
1,5,-53304.03376,4646340.205,1150
1,5,-52833.08287,4646345.203,1450
1,5,-52290.45508,4646350.755,1750
1,5,-51757.68889,4646355.864,2100
1,5,-49936.66276,4646124.094,3450
1,5,-47274.59563,4645839.463,4700
1,5,-46057.93242,4645781.826,5275
1,5,-42935.25704,4645981.723,6700
1,5,-40958.28956,4646174.957,7675
1,5,-38916.46011,4646352.865,8700
1,5,-36739.45475,4646393.511,9600
1,5,-34527.57306,4646332.542,10525
1,5,-32179.95424,4646235.925,11550
1,5,-29788.2389,4646123.206,12500
1,5,-23942.3225,4645814.031,14450
1,5,-17789.33392,4645740.736,16475
1,5,-10830.10052,4645722.523,17450
1,5,-2987.573641,4645661.443,19100
1,5,11144.88157,4645492.419,22100
1,5,26320.33986,4645270.089,24775
1,5,43320.9934,4644996.008,27500
1,5,61198.92727,4644660.069,30200
1,5,80280.6161,4644251.613,33025
1,5,97622.65692,4643841.601,35775
1,5,115063.1533,4643362.403,37850
1,5,132188.0788,4642829.899,38975
1,5,149446.2561,4642266.411,38975
1,5,167083.7436,4641625.074,40175
1,5,184655.1666,4640928.655,40975
1,5,202172.1503,4640186.37,40975
1,5,219257.8701,4639413.656,41000
1,5,237114.9583,4638580.418,40975
1,5,253605.5353,4637761.506,40975
1,5,270311.4637,4636897.284,40975
1,5,287758.0534,4635943.663,40975
1,5,304258.4118,4634987.155,40975
1,5,320651.0946,4634010.213,40975
1,5,337174.7039,4632972.746,40975
1,5,353231.6116,4631936.946,41000
1,5,370100.7774,4630791.868,40975
1,5,386706.9674,4629627.689,41000
1,5,403142.4639,4628448.295,40975
1,5,419821.4533,4627186.278,41000
1,5,436348.6706,4625916.597,41000
1,5,458875.4204,4624110.193,40975
1,5,467002.3298,4623437.872,40975
1,5,473829.434,4622861.28,40975
1,5,497913.5128,4620780.794,41000
1,5,514312.369,4619307.885,40975
1,5,531593.7972,4617726.809,40975
1,5,548705.2533,4616110.196,40975
1,5,565691.8761,4614458.045,40975
1,5,576671.7505,4613367.162,41000
1,5,600874.489,4610904.54,41000
1,5,617375.4888,4609176.095,40975
1,5,633879.4552,4607396.011,40975
1,5,650291.1395,4605576.946,41000
1,5,666611.6643,4603736.67,40975
1,5,683172.5552,4601835.315,41000
1,5,699952.4856,4599863.773,40975
1,5,716201.9749,4597909.556,41000
1,5,732528.0318,4595898.479,40975
1,5,749750.2102,4593737.479,40975
1,5,769994.0429,4590485.707,41000
1,5,786325.6319,4587523.23,41000
1,5,802910.9764,4584566.196,41000
1,5,819483.4928,4581607.495,40375
1,5,835813.2377,4578643.797,38325
1,5,854474.6466,4575203.344,36100
1,5,869524.7104,4572365.47,34275
1,5,884841.4379,4569442.307,32250
1,5,900172.8375,4566487.493,30200
1,5,914124.2565,4563769.002,28325
1,5,928643.3179,4560896.701,26375
1,5,943323.933,4557953.326,24625
1,5,956937.7329,4554450.683,22975
1,5,968965.9821,4548970.501,23000
1,5,981185.1292,4543180.257,22425
1,5,993371.244,4538022.465,21325
1,5,1005487.606,4536114.779,20825
1,5,1018380.789,4534278.723,20325
1,5,1031667.312,4532216.451,19775
1,5,1044336.083,4530216.923,18975
1,5,1049767.893,4528966.344,19000
1,5,1050905.584,4528504.582,19000
1,5,1052832.441,4527542.965,19000
1,5,1053843.535,4526938.387,19000
1,5,1055703.686,4525697.581,19025
1,5,1066275.548,4518475.406,19000
1,5,1070069.292,4516138.608,19000
1,5,1072199.796,4515372.668,19000
1,5,1073171.763,4515140.565,19000
1,5,1074453.288,4514902.799,19000
1,5,1083278.687,4512556.339,18975
1,5,1084140.012,4512114.011,19000
1,5,1085623.98,4511289.213,19050
1,5,1095162.62,4505803.922,17375
1,5,1099853.047,4503080.434,16225
1,5,1104631.587,4500256.886,15125
1,5,1109221.153,4497532.398,14050
1,5,1112160.307,4496090.362,13400
1,5,1116280.686,4496522.473,12550
1,5,1117528.458,4497376.59,12200
1,5,1118214.84,4498100.995,11950
1,5,1119065.101,4499537.145,11550
1,5,1119495.724,4501218.503,11100
1,5,1119471.19,4502622.892,10700
1,5,1119305.467,4503389.608,10500
1,5,1118770.216,4504795.663,10075
1,5,1118469.878,4505473.093,9900
1,5,1117807.388,4506944.003,9500
1,5,1116887.455,4509043.479,8975
1,5,1115972.331,4511134.181,8450
1,5,1115221.809,4512907.492,8025
1,5,1114607.023,4514381.4,7650
1,5,1113750.107,4516407.136,7125
1,5,1113183.026,4517751.778,6750
1,5,1112326.671,4519678.565,6200
1,5,1111933.33,4520325.788,5975
1,5,1111117.945,4521163.357,5600
1,5,1109971.676,4521742.504,5200
1,5,1109277.998,4521854.335,4975
1,5,1108580.712,4521840.786,4775
1,5,1107579.961,4521742.504,4475
1,5,1106888.768,4521664.988,4275
1,5,1106180.417,4521579.809,4100
1,5,1105512.475,4521509.845,3925
1,5,1104886.706,4521442.547,3775
1,5,1104193.669,4521376.47,3575
1,5,1103508.569,4521315.501,3400
1,5,1102857.704,4521259.53,3275
1,5,1102179.339,4521204.891,3200
1,5,1101528.475,4521148.143,3125
1,5,1100282.467,4521049.86,3000
1,5,1099681.792,4521000.219,2950
1,5,1098485.975,4520806.651,2900
1,5,1097669.948,4520574.104,2900
1,5,1097109.682,4520357.216,2900
1,5,1096579.321,4520115.674,2900
1,5,1096016.569,4519805.611,2900
1,5,1095292.905,4519343.848,2900
1,5,1094762.624,4518997.36,2900
1,5,1094036.555,4518532.155,2900
1,5,1093515.976,4518199.215,2900
1,5,1093051.118,4517894.149,2900
1,5,1092561.727,4517573.87,2900
1,5,1092042.991,4517233.267,2900
1,5,1091553.68,4516912.987,2900
1,5,1091074.07,4516567.72,2925
1,5,1090633.666,4516175.922,2925
1,5,1090252.031,4515718.379,2925
1,5,1089929.004,4515245.622,2925
1,5,1089650.073,4514818.509,2925
1,5,1089362.003,4514349.528,2925
1,5,1088881.832,4513517.511,2775
1,5,1088441.428,4512721.143,2600
1,5,1088230.967,4512338.562,2550
1,5,1088030.929,4511976.748,2475
1,5,1087840.673,4511635.812,2425
1,5,1087640.715,4511279.107,2350
1,5,1087433.301,4510909.186,2275
1,5,1087237.593,4510568.583,2200
1,5,1086850.986,4509877.272,2075
1,5,1086669.95,4509557.437,2000
1,5,1086283.344,4508885.893,1875
1,5,1086097.417,4508560.616,1800
1,5,1085913.895,4508233.895,1750
1,5,1085728.529,4507897.957,1675
1,5,1085387.864,4507304.928,1575
1,5,1084996.367,4506583.077,1425
1,5,1084820.141,4506267.795,1375
1,5,1084624.432,4505911.978,1300
1,5,1084442.755,4505581.592,1225
1,5,1084162.622,4505074.853,1125
1,5,1083895.316,4504600.43,1025
1,5,1083706.904,4504289.479,975
1,5,1083096.448,4503229.469,775
1,5,1082706.153,4502547.042,650
1,5,1082207.061,4501667.161,450
1,5,1081840.018,4501001.17,325
1,5,1081477.865,4500355.613,200
1,5,1081104.167,4499698.507,75
1,5,1080729.186,4499033.848,0
1,5,1080367.033,4498398.397,0
1,5,1080022.118,4497784.491,0
1,5,1079918.131,4497602.807,0
1,5,1079817.751,4497421.011,0
1,5,1079756.577,4497314.288,0
1,5,1079594.542,4497149.928,0
1,5,1079550.446,4497153.704,0
1,5,1079520.46,4497161.811,0
1,5,1079496.007,4497178.247,0
1,5,1079480.132,4497202.457,0
1,5,1079467.865,4497245.213,0
1,5,1079461.772,4497277.418,0
1,5,1079465.46,4497315.51,0
1,5,1079484.381,4497355.378,0
1,5,1079503.944,4497393.914,0
1,5,1079537.618,4497454.105,0
1,5,1079562.713,4497497.305,0
1,5,1079584.119,4497534.953,0
1,5,1079599.433,4497569.713,0
1,5,1079595.745,4497598.142,0
1,5,1079574.338,4497617.577,0
1,5,1079549.243,4497632.014,0
1,5,1079521.743,4497649.782,0
1,5,1079489.272,4497669.328,0
1,5,1079450.146,4497693.871,0
1,5,1079411.582,4497718.414,0
1,5,1079370.051,4497745.067,0
1,5,1079321.064,4497775.607,0
1,5,1079273.359,4497806.147,0
1,5,1079219.561,4497839.13,0
1,5,1079162.637,4497875.999,0
1,5,1079103.948,4497912.425,0
1,5,1079042.775,4497950.961,0
1,5,1078952.256,4498007.821,0
1,5,1078910.004,4498032.364,0
1,5,1078831.111,4498076.341,0
1,5,1078780.921,4498108.547,0
1,5,1078735.061,4498137.865,0
1,5,1078694.733,4498163.296,0
1,5,1078614.557,4498213.604,0
1,5,1078531.976,4498264.911,0
1,5,1078489.163,4498291.23,0
1,5,1078387.661,4498355.197,0
1,5,1078335.065,4498386.959,0
1,5,1078272.047,4498428.049,0
1,5,1078241.42,4498447.483,0
1,5,1078211.515,4498465.696,0
1,5,1078175.997,4498488.573,0
1,5,1078100.151,4498536.438,0
1,5,1078008.992,4498593.186,0
1,5,1077975.398,4498614.398,0
1,5,1077915.427,4498652.933,0
1,5,1077854.894,4498689.026,0
1,5,1077775.921,4498739,0
1,5,1077728.217,4498769.429,0
1,5,1077677.466,4498810.519,0
1,5,1077664.638,4499246.073,0
1,5,1077657.262,4499333.805,0
1,5,1077638.902,4499403.658,0
1,5,1077533.711,4499562.466,0
1,5,1077547.181,4499977.696,0
1,5,1077533.711,4500002.239,0
1,5,1077519.681,4500025.561,0
1,5,1077499.476,4500064.096,0
1,5,1077465.803,4500125.065,0
1,5,1077439.505,4500231.011,0
1,5,1077441.99,4500274.211,0
1,5,1077443.193,4500400.479,0
1,5,1077443.193,4500433.906,0
1,5,1077444.396,4500463.558,0
1,5,1077444.396,4500494.542,0
1,5,1077444.396,4500528.413,0
1,5,1077445.679,4500556.399,0
1,5,1077445.679,4500623.698,0
1,5,1077445.679,4500654.237,0
1,5,1077447.442,4500699.992,0
1,6,-54150.60686,4645666.552,0
1,6,-54149.40423,4645606.027,0
1,6,-54164.71775,4645573.822,0
1,6,-54182.43653,4645563.605,0
1,6,-54163.43494,4645563.605,0
1,6,-54157.3416,4645563.605,0
1,6,-54138.42018,4645563.605,0
1,6,-54121.26263,4645563.605,0
1,6,-54100.49717,4645564.937,0
1,6,-54033.14975,4645563.605,0
1,6,-53927.9595,4645564.937,0
1,6,-53904.14737,4645564.937,0
1,6,-53864.38033,4645572.489,0
1,6,-53700.42143,4645707.197,0
1,6,-53675.3265,4645727.631,0
1,6,-53628.26348,4645766.611,0
1,6,-53601.96591,4645777.161,0
1,6,-53555.46412,4645778.05,0
1,6,-53512.65041,4645778.383,0
1,6,-53472.24195,4645778.05,0
1,6,-53397.59856,4645778.383,0
1,6,-53342.59817,4645778.05,0
1,6,-53286.31497,4645778.05,0
1,6,-53244.14266,4645778.05,0
1,6,-53135.18415,4645778.383,0
1,6,-53075.29305,4645779.271,0
1,6,-53008.58704,4645779.271,0
1,6,-52948.69594,4645778.05,0
1,6,-52894.818,4645778.383,0
1,6,-52845.91095,4645778.383,0
1,6,-52806.1439,4645778.383,0
1,6,-52764.53282,4645779.716,0
1,6,-52727.25121,4645779.716,0
1,6,-52693.5775,4645779.271,0
1,6,-52655.65449,4645778.383,0
1,6,-52625.66885,4645778.383,0
1,6,-52601.21532,4645779.271,0
1,6,-52580.44987,4645779.716,0
1,6,-52569.38565,4645807.701,0
1,6,-52568.18302,4645830.578,0
1,6,-52568.18302,4645858.453,0
1,6,-52569.38565,4645891.547,0
1,6,-52569.38565,4645953.848,0
1,6,-52569.38565,4646016.927,0
1,6,-52569.38565,4646094.443,0
1,6,-52563.29231,4646129.647,0
1,6,-52542.52686,4646160.52,0
1,6,-52513.10245,4646183.841,0
1,6,-52470.93014,4646219.823,0
1,6,-52462.99276,4646271.574,0
1,6,-52464.19539,4646311.775,0
1,6,-52464.19539,4646354.531,0
1,6,-52464.19539,4646392.29,0
1,6,-52464.19539,4646435.934,0
1,6,-52439.10046,4646476.135,0
1,6,-52384.10007,4646481.244,0
1,6,-52352.83162,4646481.244,0
1,6,-52320.44072,4646481.244,0
1,6,-52263.59629,4646481.244,0
1,6,-52223.82924,4646481.244,0
1,6,-52182.85956,4646481.244,0
1,6,-52117.35618,4646482.465,0
1,6,-52092.90265,4646482.465,0
1,6,-52073.90106,4646481.244,0
1,6,-52056.18227,4646481.244,0
1,6,-52039.10489,4646482.465,0
1,6,-51995.00837,4646481.244,0
1,6,-51963.8201,4646466.029,0
1,6,-51947.30394,4646433.379,0
1,6,-51942.41324,4646399.841,0
1,6,-51951.63342,4646346.535,0
1,6,-51974.88432,4646329.988,0
1,6,-52005.43118,4646329.988,0
1,6,-52036.61945,4646329.988,0
1,6,-52090.41721,4646329.988,0
1,6,-52154.07656,4646329.988,0
1,6,-52314.34738,4646329.988,0
1,6,-52939.47576,4646327.434,400
1,6,-53340.11273,4646324.436,425
1,6,-53850.91084,4646327.434,750
1,6,-54285.78275,4646322.325,1100
1,6,-54776.37664,4646332.542,1450
1,6,-55447.44557,4646449.482,1925
1,6,-55931.22454,4646588.411,2275
1,6,-56392.47419,4646727.784,2600
1,6,-56848.19173,4646871.376,2950
1,6,-57503.94715,4647229.415,3450
1,6,-57887.42656,4647622.546,3775
1,6,-58204.92154,4648340.954,4150
1,6,-58264.89282,4648925.209,4400
1,6,-58169.4038,4649504.689,4725
1,6,-57928.39624,4650093.608,5025
1,6,-57575.46369,4650610.454,5275
1,6,-57098.9807,4651162.059,5500
1,6,-56618.16822,4651650.03,5750
1,6,-55797.33145,4652402.421,6200
1,6,-55178.85765,4652843.861,6525
1,6,-54471.14851,4653241.212,6825
1,6,-53678.37316,4653578.039,7175
1,6,-52479.50891,4653902.094,7650
1,6,-51645.12249,4654022.366,8050
1,6,-50742.90758,4654074.894,8525
1,6,-47664.88996,4653703.863,10050
1,6,-46360.11388,4653479.756,10525
1,6,-44449.85241,4653169.582,11125
1,6,-42411.71103,4652833.644,11850
1,6,-40414.53932,4652507.922,12675
1,6,-34535.51043,4651608.052,14675
1,6,-28461.49473,4650638.439,17175
1,6,-21565.27927,4649509.797,19300
1,6,-9001.137018,4647518.71,23100
1,6,5365.671178,4645183.578,25925
1,6,21213.32086,4643848.376,28350
1,6,37480.60911,4644177.095,30725
1,6,54922.38825,4644563.452,34000
1,6,72332.25755,4644830.759,36575
1,6,89974.6358,4643972.423,37000
1,6,106388.1642,4641837.299,37000
1,6,123390.1005,4639547.143,37000
1,6,140918.7097,4637161.592,37000
1,6,143255.9859,4636841.312,37000
1,6,167589.0096,4633465.826,37000
1,6,184746.3261,4631032.411,37000
1,6,202004.5835,4628550.798,37000
1,6,218367.2806,4626150.477,37000
1,6,235913.6086,4624742.312,37000
1,6,253456.3287,4624254.674,37000
1,6,270315.0716,4623737.829,37000
1,6,287772.7255,4623130.808,37000
1,6,304928.8394,4622481.364,37000
1,6,322105.7187,4621783.612,37000
1,6,340152.422,4621007.899,37000
1,6,356813.6124,4620243.293,37000
1,6,374570.4011,4619399.393,37000
1,6,392371.8476,4618489.417,37000
1,6,407606.5556,4617670.949,37000
1,6,432798.4192,4616246.681,37000
1,6,450476.9566,4615200.219,37000
1,6,467758.3848,4614122.551,37000
1,6,485320.6677,4612984.692,37000
1,6,502507.3284,4611821.29,37000
1,6,519744.7402,4610606.36,37000
1,6,538222.0661,4609262.162,37000
1,6,555541.4974,4607956.056,37000
1,6,572838.2391,4606603.862,37000
1,6,590129.5289,4605205.804,37000
1,6,607555.9945,4603756.993,37000
1,6,625778.2821,4602191.243,37000
1,6,643061.5543,4600654.7,37000
1,6,660207.2453,4599088.061,37000
1,6,677527.2379,4597449.459,37000
1,6,695573.9412,4595699.359,37000
1,6,712665.193,4594001.454,37000
1,6,729826.839,4592242.47,37000
1,6,746968.2005,4590447.949,37000
1,6,764379.3527,4588582.241,37000
1,6,781530.5758,4586680.997,37000
1,6,798607.1555,4584759.43,37000
1,6,816639.1867,4582690.382,37000
1,6,834682.7632,4580555.258,37000
1,6,851854.1905,4578475.994,36900
1,6,868908.0806,4576371.41,35125
1,6,886094.1801,4574215.852,32525
1,6,902487.5042,4572090.944,29525
1,6,918645.9141,4569965.926,27400
1,6,927028.5032,4567922.31,26400
1,6,929135.7559,4567112.727,26275
1,6,931178.2267,4566209.191,26050
1,6,944664.7881,4560185.067,24350
1,6,958323.1656,4554079.54,22975
1,6,971138.7382,4547989.339,22325
1,6,983039.7489,4542321.032,21775
1,6,994309.5379,4537766.152,21300
1,6,996238.8009,4537345.035,21200
1,6,1008936.275,4535639.024,20675
1,6,1021617.874,4533834.729,20175
1,6,1034265.159,4531833.536,19650
1,6,1046660.451,4529866.104,19100
1,6,1049635.764,4529093.39,18975
1,6,1050629.139,4528661.279,18975
1,6,1051696.515,4528034.379,19000
1,6,1052532.104,4527382.825,19000
1,6,1053368.254,4526596.896,18950
1,6,1054134.091,4525821.628,18900
1,6,1054824.722,4525108.328,18775
1,6,1055575.245,4524327.508,18600
1,6,1062818.861,4516180.919,16625
1,6,1066425.396,4512059.372,15950
1,6,1069939.007,4508001.348,15400
1,6,1073707.576,4503503.661,14550
1,6,1077000.304,4499532.814,13925
1,6,1080592.166,4495139.74,13225
1,6,1084092.308,4490894.479,12200
1,6,1086116.98,4488703.828,11525
1,6,1086980.069,4488123.459,11300
1,6,1087805.876,4487730.328,11125
1,6,1088726.452,4487456.247,10900
1,6,1089718.623,4487326.203,10675
1,6,1090813.5,4487368.514,10400
1,6,1091705.372,4487559.971,10150
1,6,1092995.396,4488112.909,9800
1,6,1093851.751,4488681.839,9550
1,6,1095013.413,4489583.264,9200
1,6,1096163.371,4490518.672,8925
1,6,1097944.63,4491982.808,8550
1,6,1099301.921,4493091.46,8275
1,6,1101383.517,4494792.363,7925
1,6,1102819.781,4495965.871,7800
1,6,1104115.978,4497025.77,7700
1,6,1105342.423,4498023.479,7475
1,6,1106743.811,4499176.109,7175
1,6,1107947.004,4500248.779,6850
1,6,1108475.441,4500913.548,6675
1,6,1108835.75,4501642.174,6525
1,6,1109048.055,4502455.089,6375
1,6,1109085.978,4503203.704,6275
1,6,1108964.832,4503980.194,6175
1,6,1108715.887,4504630.526,6075
1,6,1108367.846,4505190.127,5975
1,6,1107956.786,4505728.961,5825
1,6,1107354.828,4506476.243,5600
1,6,1106943.768,4506979.54,5425
1,6,1105925.94,4508250.442,5075
1,6,1105137.495,4509247.263,4850
1,6,1104711.763,4509784.875,4750
1,6,1103890.846,4510818.566,4550
1,6,1103475.537,4511335.855,4475
1,6,1103035.133,4511889.126,4375
1,6,1102632.571,4512388.536,4300
1,6,1102234.42,4512886.724,4225
1,6,1101839.235,4513377.805,4125
1,6,1101418.394,4513837.791,4025
1,6,1100885.627,4514239.029,3925
1,6,1100342.438,4514457.583,3850
1,6,1099772.31,4514530.435,3750
1,6,1099251.811,4514504.67,3675
1,6,1098654.183,4514437.26,3575
1,6,1098070.585,4514360.189,3475
1,6,1097504.226,4514289.892,3375
1,6,1096683.95,4514184.39,3250
1,6,1096158.48,4514122.089,3175
1,6,1095634.854,4514061.12,3100
1,6,1095121.009,4514000.041,3000
1,6,1094131.964,4513884.434,2800
1,6,1093207.701,4513771.27,2575
1,6,1092654.73,4513710.301,2450
1,6,1092194.683,4513656.884,2350
1,6,1091720.044,4513598.47,2225
1,6,1091220.872,4513542.498,2125
